0.932669,0.000001,0.000031,0.015369,0.040017,0.000649,0.000003,0.000129,0.006333,0.004799
0.000041,0.000000,0.000000,0.999959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.999991,0.000005,0.000000,0.000000,0.000001,0.000000,0.000000,0.000003,0.000000
0.000003,0.000000,0.000000,0.000000,0.007445,0.000000,0.000000,0.000000,0.000001,0.992552
0.000000,0.000000,0.000001,0.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.999966,0.000032,0.000000,0.000000,0.000001,0.000000,0.000000,0.000001,0.000000
0.000020,0.000000,0.000002,0.000000,0.031949,0.000000,0.000002,0.000000,0.000017,0.968010
0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.999999
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000003,0.000000,0.000000,0.999997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000027,0.000000,0.000000,0.000000,0.000701,0.000000,0.000000,0.000000,0.000001,0.999272
0.000001,0.000000,0.999998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000003,0.000000,0.000000,0.000001,0.000000,0.000000,0.999996,0.000000
0.000000,0.999973,0.000011,0.000000,0.000000,0.000002,0.000000,0.000000,0.000013,0.000000
0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.775430,0.000000,0.002489,0.222077,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000
0.328040,0.000002,0.000004,0.070283,0.431648,0.000612,0.000009,0.000209,0.015459,0.153735
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000059,0.000000,0.000000,0.000000,0.000000,0.999941
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.125231,0.000000,0.000000,0.000001,0.874364,0.000036,0.000017,0.000012,0.000330,0.000008
0.001207,0.000002,0.001116,0.000093,0.000902,0.000454,0.000012,0.000109,0.894280,0.101824
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999
0.006724,0.000000,0.000000,0.990779,0.000004,0.000005,0.000000,0.000001,0.002405,0.000083
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.999789,0.000204,0.000000,0.000000,0.000003,0.000000,0.000000,0.000004,0.000000
0.000000,0.000000,0.999998,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.999943,0.000000,0.000004,0.000000,0.000000,0.000053
0.518435,0.000631,0.002698,0.017916,0.417420,0.011548,0.000469,0.001894,0.004091,0.024899
0.000013,0.000000,0.000092,0.000001,0.000008,0.000000,0.999884,0.000000,0.000002,0.000000
0.999960,0.000000,0.000000,0.000020,0.000000,0.000000,0.000000,0.000000,0.000019,0.000002
0.000000,0.999989,0.000008,0.000001,0.000000,0.000001,0.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000002,0.000000,0.000000,0.959787,0.000001,0.000001,0.000000,0.000000,0.000013,0.040197
0.000000,0.000000,0.000000,0.000000,0.999999,0.000000,0.000000,0.000000,0.000000,0.000001
0.432764,0.000000,0.000204,0.062412,0.012691,0.000691,0.000025,0.000254,0.065011,0.425948
0.000006,0.000000,0.016710,0.000001,0.000486,0.000001,0.982744,0.000003,0.000023,0.000026
0.000025,0.000000,0.000000,0.000002,0.000008,0.000000,0.000000,0.000000,0.000011,0.999953
0.000000,0.999740,0.000011,0.000157,0.000000,0.000023,0.000000,0.000001,0.000006,0.000061
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000015,0.000000,0.000000,0.851614,0.147797,0.000000,0.000001,0.000000,0.000001,0.000572
0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000007,0.000000,0.000000,0.000000
0.000013,0.000003,0.000000,0.986255,0.001067,0.000006,0.000021,0.000005,0.007648,0.004982
0.000000,0.999997,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000
0.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.999993,0.000000,0.000000,0.000000,0.000000,0.000007
0.029138,0.000000,0.000001,0.970529,0.000000,0.000001,0.000018,0.000001,0.000182,0.000132
0.000003,0.000000,0.000001,0.000000,0.000004,0.000000,0.999991,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000010,0.000000,0.000001,0.000000,0.999887,0.000000,0.000050,0.000000,0.000002,0.000050
0.000000,0.000000,0.000000,0.000000,0.999796,0.000000,0.000118,0.000000,0.000000,0.000086
0.000017,0.000015,0.998499,0.000001,0.000001,0.000084,0.000154,0.000008,0.001222,0.000001
0.000332,0.000000,0.000002,0.000014,0.000012,0.000017,0.000000,0.000003,0.027917,0.971702
0.000000,0.999327,0.000036,0.000545,0.000004,0.000056,0.000000,0.000001,0.000007,0.000023
0.999515,0.000000,0.000051,0.000431,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000
0.004846,0.000073,0.790842,0.000318,0.000001,0.000208,0.203011,0.000073,0.000597,0.000032
0.000003,0.000000,0.000096,0.000000,0.999665,0.000000,0.000081,0.000000,0.000000,0.000154
0.000058,0.000215,0.000098,0.857883,0.001333,0.000456,0.000000,0.000040,0.000508,0.139408
0.000093,0.001063,0.060179,0.201787,0.000029,0.002352,0.000003,0.000212,0.002299,0.731985
